Gender,Height,Weight
Male,1.73,86.36
Male,1.76,81.05
Male,1.79,86.14
Male,1.84,90.53
Male,1.76,84.33
Male,1.7,75.01
Male,1.79,80.5
Male,1.84,85.8
Male,1.79,93.63
Male,1.71,90.57
Male,1.87,102.61
Male,1.71,79.13
Male,1.88,97.66
Male,1.75,79.58
Male,1.62,76.24
Male,1.73,84.16
Male,1.72,81.59
Male,1.77,86.01
Male,1.74,82.67
Male,1.75,82.33
Male,1.77,88.27
Male,1.67,79.11
Male,1.68,82.06
Male,1.59,74.02
Male,1.71,80.61
Male,1.78,82.3
Male,1.72,80.7
Male,1.77,86.65
Male,1.77,80.35
Male,1.71,72.49
Male,1.73,85.34
Male,1.79,94.69
Male,1.8,87.14
Male,1.81,99.91
Male,1.74,84.56
Male,1.76,89.45
Male,1.64,63.59
Male,1.74,81.75
Male,1.73,79.84
Male,1.67,76.13
Male,1.72,69.41
Male,1.71,73.86
Male,1.68,74.23
Male,1.72,86.37
Male,1.68,86.92
Male,1.72,79.47
Male,1.75,83.48
Male,1.99,103.12
Male,1.79,89.99
Male,1.79,87.93
Male,1.72,80.24
Male,1.8,84.07
Male,1.72,87.39
Male,1.9,94.03
Male,1.74,81.27
Male,1.92,102.74
Male,1.8,84.47
Male,1.8,91.96
Male,1.94,105.92
Male,1.77,87.14
Male,1.77,88.44
Male,1.77,88.97
Male,1.67,71.49
Male,1.72,83.85
Male,1.74,81.35
Male,1.65,71.85
Male,1.74,82.76
Male,1.85,93.88
Male,1.68,73.28
Male,1.56,68.18
Male,1.73,72.57
Male,1.91,101.36
Male,1.69,82.77
Male,1.69,81.29
Male,1.72,81.25
Male,1.82,95.58
Male,1.75,90.86
Male,1.74,84.04
Male,1.88,97.54
Male,1.75,88.06
Male,1.87,93.99
Male,1.7,76.7
Male,1.76,88.53
Male,1.7,83.18
Male,1.83,90.75
Male,1.72,79.59
Male,1.62,69.83
Male,1.68,78.25
Male,1.87,94.74
Male,1.64,73.02
Male,1.7,85.72
Male,1.8,88.03
Male,1.71,76.49
Male,1.7,79.4
Male,1.64,79.87
Male,1.71,76.54
Male,1.73,88.24
Male,1.87,103.16
Male,1.68,80.05
Male,1.72,80.4
Male,1.67,80.75
Male,1.82,95.87
Male,1.66,70.64
Male,1.73,87.12
Male,1.91,97.24
Male,1.61,73.97
Male,1.65,71.06
Male,1.72,74.81
Male,1.84,91.59
Male,1.76,89.65
Male,1.65,80.19
Male,1.7,85.29
Male,1.7,82.55
Male,1.73,79.67
Male,1.79,79.86
Male,1.79,93.64
Male,1.77,89.73
Male,1.74,80.34
Male,1.71,78.96
Male,1.73,79.68
Male,1.72,81.77
Male,1.89,100.12
Male,1.75,82.53
Male,1.74,85.11
Male,1.75,85.43
Male,1.65,74.66
Male,1.86,97.99
Male,1.82,95.72
Male,1.78,86.6
Male,1.8,89.93
Male,1.76,85.08
Male,1.63,71.52
Male,1.79,92.72
Male,1.61,63.98
Male,1.81,94.03
Male,1.77,98.88
Male,1.7,76.95
Male,1.81,86.67
Male,1.87,90.48
Male,1.73,91.37
Male,1.87,97.55
Male,1.78,77.98
Male,1.65,73.31
Male,1.83,95.06
Male,1.71,74.15
Male,1.72,80.48
Male,1.77,90.63
Male,1.68,81.54
Male,1.74,80.75
Male,1.79,82.41
Male,1.68,73.94
Male,1.74,80.06
Male,1.84,101.88
Male,1.71,87.9
Male,1.72,74.39
Male,1.74,86.05
Male,1.74,84.4
Male,1.79,89.17
Male,1.75,88.64
Male,1.76,90.2
Male,1.84,91.01
Male,1.72,80.91
Male,1.76,91.72
Male,1.78,83.69
Male,1.76,87.78
Male,1.9,104.39
Male,1.72,78.41
Male,1.7,77.72
Male,1.85,92.02
Male,1.74,92.7
Male,1.7,76.35
Male,1.88,89.57
Male,1.54,62.49
Male,1.77,90.87
Male,1.72,88.08
Male,1.77,88.18
Male,1.78,94.4
Male,1.64,75.52
Male,1.65,84.03
Male,1.77,89.44
Male,1.73,87.96
Male,1.79,92.21
Male,1.88,94.22
Male,1.82,89.72
Male,1.71,82.96
Male,1.72,79.12
Male,1.58,67.81
Male,1.83,97.59
Male,1.74,81.57
Male,1.77,92.18
Male,1.81,82.91
Male,1.83,98.07
Male,1.84,96.94
Male,1.64,73.46
Male,1.8,96.27
Male,1.8,89.73
Male,1.69,78.0
Male,1.8,92.2
Male,1.7,74.71
Male,1.78,87.38
Male,1.82,94.65
Male,1.78,89.9
Male,1.72,76.23
Male,1.83,95.04
Male,1.75,79.83
Male,1.77,89.0
Male,1.76,88.37
Male,1.74,81.05
Male,1.74,87.6
Male,1.88,98.75
Male,1.84,98.4
Male,1.74,86.24
Male,1.74,82.2
Male,1.65,78.67
Male,1.92,98.48
Male,1.79,90.33
Male,1.86,99.88
Male,1.86,94.9
Male,1.66,78.28
Male,1.9,101.89
Male,1.75,94.23
Male,1.77,86.73
Male,1.7,79.81
Male,1.88,96.78
Male,1.79,82.49
Male,1.85,95.55
Male,1.77,86.02
Male,1.77,92.61
Male,1.69,83.67
Male,1.75,90.72
Male,1.72,77.49
Male,1.83,95.95
Male,1.92,98.87
Male,1.62,72.63
Male,1.76,83.87
Male,1.8,88.0
Male,1.92,113.2
Male,1.81,86.84
Male,1.78,89.48
Male,1.72,82.83
Male,1.73,84.23
Male,1.8,90.11
Male,1.67,78.26
Male,1.88,98.83
Male,1.82,89.55
Male,1.58,67.07
Male,1.65,71.67
Male,1.59,63.62
Male,1.75,86.74
Male,1.77,92.63
Male,1.72,77.65
Male,1.86,91.75
Male,1.77,89.8
Male,1.8,101.92
Male,1.72,85.46
Male,1.8,87.08
Male,1.79,94.25
Male,1.8,88.85
Male,1.76,86.39
Male,1.65,69.18
Male,1.84,93.97
Male,1.75,80.65
Male,1.69,78.69
Male,1.93,104.75
Male,1.84,90.19
Male,1.7,81.89
Male,1.62,72.97
Male,1.74,85.63
Male,1.77,90.97
Male,1.85,92.17
Male,1.87,94.42
Male,1.67,73.73
Male,1.69,72.63
Male,1.74,91.21
Male,1.87,96.07
Male,1.6,67.41
Male,1.73,86.79
Male,1.9,94.0
Male,1.64,78.25
Male,1.81,83.3
Male,1.71,81.95
Male,1.71,77.33
Male,1.8,91.36
Male,1.74,87.15
Male,1.81,96.08
Male,1.71,84.25
Male,1.8,80.27
Male,1.76,91.23
Male,1.87,92.19
Male,1.82,91.03
Male,1.78,82.71
Male,1.9,94.97
Male,1.72,76.57
Male,1.82,85.57
Male,1.83,88.58
Male,1.73,78.88
Male,1.69,74.04
Male,1.78,82.25
Male,1.94,108.67
Male,1.68,75.3
Male,1.67,69.38
Male,1.82,90.91
Male,1.76,89.58
Male,1.86,98.61
Male,1.75,88.31
Male,1.83,92.3
Male,1.83,92.72
Male,1.54,58.24
Male,1.75,82.27
Male,1.74,85.65
Male,1.8,90.1
Male,1.83,90.23
Male,1.78,85.0
Male,1.83,92.89
Male,1.8,88.03
Male,1.84,93.41
Male,1.68,79.02
Male,1.73,83.21
Male,1.84,99.06
Male,1.71,79.47
Male,1.8,93.61
Male,1.82,85.91
Male,1.82,97.21
Male,1.68,79.63
Male,1.79,90.88
Male,1.8,98.13
Male,1.69,72.34
Male,1.66,76.09
Male,1.77,82.77
Male,1.83,96.53
Male,1.7,76.84
Male,1.76,79.79
Male,1.66,79.35
Male,1.85,82.25
Male,1.85,85.71
Male,1.69,80.96
Male,1.59,65.61
Male,1.72,74.46
Male,1.74,79.13
Male,1.72,76.86
Male,1.95,116.06
Male,1.87,101.01
Male,1.72,76.14
Male,1.77,91.18
Male,1.67,77.52
Male,1.75,78.46
Male,1.8,84.99
Male,1.76,83.88
Male,1.9,96.65
Male,1.79,91.64
Male,1.73,76.15
Male,1.81,95.63
Male,1.78,93.63
Male,1.66,71.02
Male,1.72,76.93
Male,1.88,103.6
Male,1.75,78.06
Male,1.76,87.28
Male,1.75,79.03
Male,1.72,81.44
Male,1.82,87.51
Male,1.79,88.65
Male,1.74,85.24
Male,1.82,92.8
Male,1.76,96.17
Male,1.89,95.23
Male,1.84,89.23
Male,1.86,94.37
Male,1.73,79.95
Male,1.71,85.91
Male,1.8,88.15
Male,1.71,80.17
Male,1.81,95.13
Male,1.67,71.88
Male,1.64,77.7
Male,1.71,81.78
Male,1.81,95.89
Male,1.73,86.24
Male,1.71,80.91
Male,1.67,74.02
Male,1.72,70.38
Male,1.58,59.35
Male,1.71,84.75
Male,1.77,88.04
Male,1.78,92.93
Male,1.75,90.39
Male,1.8,87.18
Male,1.82,94.26
Male,1.69,73.37
Male,1.75,86.65
Male,1.73,77.59
Male,1.79,85.39
Male,1.81,91.04
Male,1.78,85.52
Male,1.69,75.11
Male,1.79,81.13
Male,1.75,79.33
Male,1.77,85.03
Male,1.76,91.41
Male,1.82,93.62
Male,1.74,91.12
Male,1.78,102.06
Male,1.8,90.43
Male,1.7,77.47
Male,1.72,79.32
Male,1.8,97.43
Male,1.7,79.54
Male,1.74,84.91
Male,1.68,74.23
Male,1.67,71.2
Male,1.64,72.08
Male,1.67,70.29
Male,1.78,80.61
Male,1.76,89.05
Male,1.79,88.07
Male,1.87,95.12
Male,1.84,88.4
Male,1.87,92.53
Male,1.87,96.18
Male,1.6,70.26
Male,1.84,95.09
Male,1.81,79.18
Male,1.83,93.42
Male,1.69,85.92
Male,1.61,65.69
Male,1.8,84.83
Male,1.92,105.28
Male,1.73,83.11
Male,1.78,86.96
Male,1.82,88.32
Male,1.82,92.73
Male,1.9,94.31
Male,1.7,79.08
Male,1.73,84.1
Male,1.73,76.28
Male,1.83,92.5
Male,1.69,74.47
Male,1.65,82.01
Male,1.73,79.25
Male,1.79,90.14
Male,1.75,75.66
Male,1.85,92.06
Male,1.79,86.42
Male,1.76,78.15
Male,1.68,82.11
Male,1.55,61.15
Male,1.68,76.94
Male,1.76,89.99
Male,1.8,87.22
Male,1.65,73.12
Male,1.7,77.06
Male,1.81,86.95
Male,1.72,78.65
Male,1.74,82.64
Male,1.71,85.66
Male,1.73,80.13
Male,1.8,98.65
Male,1.67,76.22
Male,1.74,80.52
Male,1.84,92.72
Male,1.77,98.52
Male,1.69,77.21
Male,1.72,78.93
Male,1.81,85.33
Male,1.67,78.36
Male,1.74,84.55
Male,1.77,93.05
Male,1.83,93.29
Male,1.72,82.04
Male,1.77,86.1
Male,1.7,79.47
Male,1.82,89.23
Male,1.75,83.26
Male,1.74,92.08
Male,1.73,86.45
Male,1.71,75.47
Male,1.73,87.01
Male,1.8,87.77
Male,1.8,88.42
Male,1.8,96.54
Male,1.9,113.37
Male,1.65,76.45
Male,1.71,78.94
Male,1.8,87.8
Male,1.82,93.94
Male,1.8,93.36
Male,1.79,90.43
Male,1.74,81.02
Male,1.79,85.99
Male,1.82,90.81
Male,1.72,75.19
Male,1.6,68.65
Male,1.7,79.37
Male,1.68,79.2
Male,1.65,75.41
Male,1.74,87.99
Male,1.78,86.14
Male,1.64,67.49
Male,1.84,101.29
Male,1.78,86.67
Male,1.76,78.22
Male,1.77,86.88
Male,1.77,87.13
Male,1.76,80.55
Male,1.64,73.76
Male,1.71,80.67
Male,1.87,97.44
Male,1.8,92.72
Male,1.9,102.29
Male,1.73,86.3
Male,1.77,94.31
Male,1.71,80.43
Male,1.72,87.43
Male,1.8,98.99
Male,1.81,87.1
Male,1.89,99.71
Male,1.77,83.35
Male,1.79,83.27
Male,1.73,83.33
Male,1.83,97.92
Male,1.73,80.54
Male,1.74,79.84
Male,1.75,90.87
Male,1.73,82.55
Male,1.87,97.77
Male,1.71,77.64
Male,1.88,97.08
Male,1.69,77.14
Male,1.83,90.12
Male,1.81,93.27
Male,1.8,89.82
Male,1.67,74.84
Male,1.82,91.73
Male,1.8,91.59
Male,1.77,85.59
Male,1.79,90.15
Male,1.8,78.91
Male,1.69,83.21
Male,1.68,83.38
Male,1.74,77.51
Male,1.74,83.81
Male,1.73,76.76
Male,1.69,89.65
Male,1.63,67.79
Male,1.75,79.08
Male,1.84,90.76
Male,1.8,88.13
Male,1.84,93.78
Male,1.79,89.55
Male,1.84,98.3
Male,1.83,99.85
Male,1.78,79.82
Male,1.76,86.01
Male,1.64,69.86
Male,1.77,85.47
Male,1.64,78.16
Male,1.81,95.45
Male,1.75,79.55
Male,1.71,71.63
Male,1.76,91.77
Male,1.69,79.92
Male,1.73,80.94
Male,1.73,79.05
Male,1.68,75.61
Male,1.8,89.03
Male,1.73,87.46
Male,1.8,90.7
Male,1.83,98.0
Male,1.81,95.21
Male,1.65,74.51
Male,1.69,78.63
Male,1.83,91.96
Male,1.74,81.62
Male,1.78,82.43
Male,1.86,91.27
Male,1.74,78.27
Male,1.77,83.59
Male,1.66,76.0
Male,1.75,79.76
Male,1.68,71.84
Male,1.84,90.47
Male,1.73,79.09
Male,1.82,95.96
Male,1.8,89.28
Male,1.85,100.18
Male,1.81,94.16
Male,1.78,100.03
Male,1.82,95.27
Male,1.93,102.73
Male,1.81,90.39
Male,1.7,72.77
Male,1.81,92.08
Male,1.79,88.7
Male,1.74,83.3
Male,1.62,67.08
Male,1.75,83.79
Male,1.7,84.87
Male,1.68,74.27
Male,1.78,91.13
Male,1.67,77.21
Male,1.71,84.49
Male,1.81,92.05
Male,1.76,92.07
Male,1.75,88.97
Male,1.77,81.88
Male,1.76,85.56
Male,1.74,85.16
Male,1.65,72.07
Male,1.7,77.61
Male,1.75,84.27
Male,1.63,71.6
Male,1.7,68.58
Male,1.77,88.56
Male,1.81,85.58
Male,1.86,99.21
Male,1.89,93.45
Male,1.78,86.14
Male,1.82,96.28
Male,1.75,77.95
Male,1.72,81.33
Male,1.82,96.18
Male,1.75,89.67
Male,1.69,79.26
Male,1.86,88.72
Male,1.87,93.49
Male,1.82,90.25
Male,1.94,111.69
Male,1.8,96.73
Male,1.84,104.43
Male,1.83,96.55
Male,1.73,87.29
Male,1.72,78.12
Male,1.57,61.48
Male,1.74,88.5
Male,1.82,97.51
Male,1.82,93.92
Male,1.82,89.87
Male,1.83,94.29
Male,1.79,83.12
Male,1.73,84.21
Male,1.7,74.89
Male,1.71,72.58
Male,1.77,85.31
Male,1.71,79.1
Male,1.67,76.31
Male,1.57,61.64
Male,1.87,99.81
Male,1.63,77.02
Male,1.76,87.67
Male,1.79,88.64
Male,1.6,71.41
Male,1.72,77.17
Male,1.97,105.53
Male,1.77,80.56
Male,1.81,84.01
Male,1.73,83.93
Male,1.75,83.47
Male,1.9,102.19
Male,1.67,67.2
Male,1.71,73.87
Male,1.67,79.57
Male,1.72,78.04
Male,1.77,82.53
Male,1.81,87.52
Male,1.81,88.88
Male,1.66,74.37
Male,1.82,92.43
Male,1.7,80.97
Male,1.62,63.7
Male,1.81,88.02
Male,1.73,82.66
Male,1.75,81.23
Male,1.52,51.21
Male,1.74,85.63
Male,1.73,77.72
Male,1.91,100.45
Male,1.74,90.44
Male,1.65,72.17
Male,1.8,94.87
Male,1.89,103.59
Male,1.58,69.98
Male,1.7,74.55
Male,1.78,88.78
Male,1.81,83.34
Male,1.93,109.15
Male,1.81,93.07
Male,1.76,89.46
Male,1.73,80.34
Male,1.76,78.18
Male,1.87,99.19
Male,1.68,75.85
Male,1.83,95.85
Male,1.71,78.05
Male,1.75,82.69
Male,1.8,88.31
Male,1.78,87.16
Male,1.72,77.88
Male,1.76,86.57
Male,1.76,93.3
Male,1.73,80.56
Male,1.69,69.55
Male,1.72,79.25
Male,1.72,89.95
Male,1.7,85.91
Male,1.8,90.56
Male,1.84,92.25
Male,1.72,81.76
Male,1.77,89.38
Male,1.73,85.45
Male,1.6,72.92
Male,1.79,84.88
Male,1.89,103.92
Male,1.69,75.78
Male,1.79,82.92
Male,1.72,82.77
Male,1.74,83.11
Male,1.92,103.39
Male,1.66,74.61
Male,1.81,97.52
Male,1.83,92.52
Male,1.71,75.54
Male,1.62,69.21
Male,1.83,95.31
Male,1.66,78.55
Male,1.63,68.55
Male,1.69,82.89
Male,1.84,98.24
Male,1.7,89.72
Male,1.77,87.34
Male,1.65,79.26
Male,1.76,85.82
Male,1.71,85.28
Male,1.78,87.49
Male,1.71,84.82
Male,1.76,88.65
Male,1.8,83.89
Male,1.65,68.3
Male,1.74,85.47
Male,1.69,87.82
Male,1.81,91.92
Male,1.79,84.62
Male,1.72,85.49
Male,1.75,89.64
Male,1.85,99.73
Male,2.01,122.47
Male,1.71,80.04
Male,1.7,75.41
Male,1.7,72.65
Male,1.88,103.39
Male,1.66,70.19
Male,1.72,75.84
Male,1.72,77.25
Male,1.76,80.62
Male,1.76,80.91
Male,1.65,68.5
Male,1.73,79.58
Male,1.84,88.46
Male,1.78,92.07
Male,1.73,69.23
Male,1.7,85.55
Male,1.86,96.85
Male,1.79,88.36
Male,1.76,80.61
Male,1.88,98.69
Male,1.76,90.19
Male,1.76,83.14
Male,1.82,98.98
Male,1.84,94.14
Male,1.72,78.97
Male,1.72,82.64
Male,1.8,97.28
Male,1.74,76.94
Male,1.75,86.85
Male,1.81,91.07
Male,1.71,79.25
Male,1.7,76.83
Male,1.68,77.82
Male,1.7,76.41
Male,1.74,81.16
Male,1.63,71.76
Male,1.69,76.93
Male,1.67,76.1
Male,1.76,85.71
Male,1.87,96.55
Male,1.66,66.84
Male,1.79,97.17
Male,1.77,88.91
Male,1.8,90.5
Male,1.73,83.25
Male,1.83,96.09
Male,1.81,79.61
Male,1.7,82.34
Male,1.73,77.01
Male,1.73,88.43
Male,1.7,84.77
Male,1.79,93.85
Male,1.87,99.52
Male,1.67,70.25
Male,1.79,81.86
Male,1.73,84.96
Male,1.97,114.56
Male,1.84,94.99
Male,1.66,80.94
Male,1.67,76.3
Male,1.92,109.41
Male,1.77,88.47
Male,1.77,93.09
Male,1.75,80.55
Male,1.75,94.59
Male,1.74,83.56
Male,1.79,83.99
Male,1.72,76.77
Male,1.82,88.12
Male,1.72,75.36
Male,1.79,85.84
Male,1.8,89.78
Male,1.76,86.5
Male,1.88,95.82
Male,1.76,87.41
Male,1.84,93.03
Male,1.76,81.81
Male,1.63,73.17
Male,1.59,73.73
Male,1.68,71.07
Male,1.63,61.31
Male,1.83,95.54
Male,1.78,92.04
Male,1.67,76.39
Male,1.91,103.23
Male,1.87,101.18
Male,1.69,79.33
Male,1.71,87.72
Male,1.73,85.33
Male,1.63,69.33
Male,1.78,85.82
Male,1.77,78.91
Male,1.82,92.75
Male,1.73,82.65
Male,1.89,95.57
Male,1.84,94.38
Male,1.85,91.51
Male,1.83,94.72
Male,1.76,86.15
Male,1.71,80.46
Male,1.71,81.2
Male,1.78,75.89
Male,1.63,79.69
Male,1.77,88.77
Male,1.63,70.29
Male,1.69,84.08
Male,1.84,91.45
Male,1.77,96.03
Male,1.72,75.42
Male,1.74,85.73
Male,1.83,90.92
Male,1.78,87.55
Male,1.81,93.23
Male,1.81,91.56
Male,1.76,89.01
Male,1.78,87.44
Male,1.71,79.37
Male,1.8,91.23
Male,1.69,75.48
Male,1.71,80.42
Male,1.73,78.05
Male,1.73,81.07
Male,1.72,83.34
Male,1.69,76.61
Male,1.94,104.26
Male,1.75,85.06
Male,1.84,89.19
Male,1.73,92.15
Male,1.69,82.47
Male,1.8,84.26
Male,1.82,86.43
Male,1.82,94.31
Male,1.71,82.15
Male,1.77,91.03
Male,1.8,85.63
Male,1.72,67.84
Male,1.81,93.16
Male,1.77,97.34
Male,1.86,98.29
Male,1.87,101.34
Male,1.76,84.86
Male,1.82,100.56
Male,1.72,76.58
Male,1.72,81.28
Male,1.74,82.59
Male,1.81,94.5
Male,1.73,94.2
Male,1.71,78.58
Male,1.78,96.19
Male,1.74,85.23
Male,1.69,72.0
Male,1.74,84.26
Male,1.88,90.98
Male,1.86,101.09
Male,1.84,94.65
Male,1.72,87.81
Male,1.78,92.62
Male,1.66,73.96
Male,1.73,89.44
Male,1.76,93.77
Male,1.78,89.67
Male,1.75,79.14
Male,1.76,79.76
Male,1.7,80.11
Male,1.76,88.37
Male,1.82,95.11
Male,1.79,85.19
Male,1.83,99.47
Male,1.76,79.95
Male,1.69,74.4
Male,1.73,80.28
Male,1.61,70.82
Male,1.71,80.34
Male,1.79,86.8
Male,1.74,83.58
Male,1.7,77.13
Male,1.77,79.02
Male,1.52,64.16
Male,1.73,72.61
Male,1.72,87.89
Male,1.77,98.31
Male,1.71,85.99
Male,1.71,82.4
Male,1.81,93.38
Male,1.74,84.74
Male,1.61,69.01
Male,1.83,89.99
Male,1.78,84.27
Male,1.64,75.62
Male,1.82,87.42
Male,1.77,91.24
Male,1.78,85.62
Male,1.84,85.1
Male,1.82,92.65
Male,1.7,86.35
Male,1.73,89.29
Male,1.7,79.58
Male,1.67,80.79
Male,1.76,81.2
Male,1.81,92.21
Male,1.73,79.07
Male,1.76,93.78
Male,1.73,82.22
Male,1.61,75.18
Male,1.71,79.87
Male,1.67,72.8
Male,1.83,92.18
Male,1.65,75.12
Male,1.82,92.36
Male,1.67,78.5
Male,1.85,98.01
Male,1.78,84.34
Male,1.67,73.72
Male,1.71,81.1
Male,1.65,75.65
Male,1.77,78.89
Male,1.72,82.56
Male,1.83,96.56
Male,1.69,79.34
Male,1.73,84.63
Male,1.65,74.99
Male,1.86,93.8
Male,1.69,78.44
Male,1.7,83.05
Male,1.77,83.55
Male,1.76,83.19
Male,1.66,79.17
Male,1.64,68.32
Male,1.75,83.39
Male,1.6,69.88
Male,1.73,84.54
Male,1.72,81.67
Male,1.66,70.89
Male,1.77,77.0
Male,1.9,107.21
Male,1.72,77.02
Male,1.79,85.64
Male,1.64,72.29
Male,1.89,96.45
Male,1.65,75.23
Male,1.81,85.82
Male,1.82,83.91
Male,1.7,86.43
Male,1.76,82.49
Male,1.74,82.23
Male,1.84,100.32
Male,1.73,84.71
Male,1.81,86.78
Male,1.74,83.27
Male,1.79,96.64
Male,1.75,83.34
Male,1.73,84.5
Male,1.81,90.88
Male,1.79,90.27
Male,1.58,66.12
Male,1.76,81.08
Male,1.63,71.68
Male,1.77,87.36
Male,1.87,97.86
Male,1.86,94.92
Male,1.68,79.0
Male,1.83,90.0
Male,1.74,84.95
Male,1.69,75.58
Male,1.79,87.42
Male,1.79,86.56
Male,1.87,95.24
Male,1.63,79.42
Male,1.72,82.63
Male,1.82,91.7
Male,1.75,87.38
Male,1.73,79.95
Male,1.62,73.03
Male,1.7,86.68
Male,1.75,85.11
Male,1.72,71.83
Male,1.61,64.98
Male,1.71,84.68
Male,1.63,75.61
Male,1.88,98.8
Male,1.81,90.15
Male,1.79,93.6
Male,1.77,85.04
Male,1.58,63.14
Male,1.81,94.94
Male,1.8,90.5
Male,1.62,70.97
Male,1.69,81.33
Male,1.7,77.03
Male,1.85,86.31
Male,1.61,64.0
Male,1.81,83.94
Male,1.64,71.35
Male,1.69,80.35
Male,1.71,76.65
Male,1.81,93.15
Male,1.69,77.56
Male,1.82,91.75
Male,1.73,83.63
Male,1.72,82.03
Male,1.73,73.54
Male,1.65,74.87
Male,1.74,84.97
Male,1.73,81.06
Male,1.95,103.07
Male,1.67,74.04
Male,1.79,84.05
Male,1.74,84.42
Male,1.76,85.2
Male,1.82,87.49
Male,1.56,69.64
Male,1.78,89.47
Male,1.93,104.94
Male,1.67,66.22
Male,1.71,90.22
Male,1.79,92.32
Male,1.69,73.49
Male,1.72,86.96
Male,1.92,106.66
Male,1.56,61.47
Male,1.51,61.87
Male,1.69,84.4
Male,1.81,89.83
Male,1.77,87.3
Male,1.71,82.79
Male,1.87,102.19
Male,1.79,85.06
Male,1.65,62.89
Male,1.74,80.02
Male,1.65,71.54
Male,1.81,87.25
Male,1.6,69.62
Male,1.67,69.36
Male,1.85,91.91
Male,1.68,77.47
Male,1.79,93.55
Male,1.65,60.56
Male,1.67,79.15
Male,1.64,69.53
Male,1.7,78.77
Male,1.78,89.02
Male,1.65,67.63
Male,1.71,82.41
Male,1.83,86.64
Male,1.74,87.24
Male,1.8,91.65
Male,1.64,72.93
Male,1.75,79.1
Male,1.7,78.84
Male,1.71,80.73
Male,1.77,90.67
Male,1.75,81.96
Male,1.78,85.85
Male,1.58,67.78
Male,1.79,83.92
Male,1.62,63.24
Male,1.87,90.66
Male,1.82,90.28
Male,1.78,82.93
Male,1.69,70.65
Male,1.8,89.74
Male,1.73,87.62
Male,1.75,80.87
Male,1.81,87.91
Male,1.75,80.86
Male,1.81,83.7
Male,1.89,94.91
Male,1.76,81.17
Male,1.81,93.55
Male,1.82,93.39
Male,1.82,90.9
Male,1.79,88.15
Male,1.69,75.28
Male,1.89,91.61
Male,1.83,93.54
Male,1.86,94.0
Male,1.77,82.25
Male,1.85,100.65
Male,1.67,72.67
Male,1.73,79.39
Male,1.78,87.48
Male,1.8,96.95
Male,1.68,81.51
Male,1.69,70.14
Male,1.89,98.22
Male,1.62,73.58
Male,1.78,84.85
Male,1.93,103.09
Male,1.74,84.11
Male,1.8,94.14
Male,1.73,83.91
Male,1.84,97.83
Male,1.71,71.88
Male,1.76,88.22
Male,1.74,82.96
Male,1.74,88.95
Male,1.75,81.81
Male,1.79,84.12
Male,1.65,77.4
Male,1.85,93.11
Male,1.75,82.76
Male,1.75,90.75
Male,1.91,100.39
Male,1.6,54.09
Male,1.64,77.04
Male,1.76,82.47
Male,1.7,80.86
Male,1.64,80.16
Male,1.78,87.87
Male,1.71,70.18
Male,1.72,76.01
Male,1.78,90.13
Male,1.71,90.27
Male,1.72,79.45
Male,1.81,89.05
Male,1.8,86.7
Male,1.7,78.57
Male,1.69,78.35
Male,1.87,95.44
Male,1.76,83.43
Male,1.75,78.87
Male,1.82,94.03
Male,1.86,94.19
Male,1.77,84.99
Male,1.71,86.35
Male,1.75,90.13
Male,1.85,100.2
Male,1.8,91.66
Male,1.75,82.34
Male,1.79,90.98
Male,1.75,86.55
Male,1.69,73.91
Male,1.75,80.35
Male,1.74,81.76
Male,1.89,105.34
Male,1.75,90.16
Male,1.86,94.45
Male,1.78,84.24
Male,1.89,95.3
Male,1.72,89.33
Male,1.69,73.85
Male,1.75,92.65
Male,1.73,78.22
Male,1.75,94.93
Male,1.8,91.36
Male,1.8,91.4
Male,1.76,76.08
Male,1.74,86.55
Male,1.73,81.31
Male,1.83,92.26
Male,1.8,89.04
Male,1.75,85.25
Male,1.75,76.37
Male,1.7,77.41
Male,1.57,65.66
Male,1.61,62.66
Male,1.65,67.54
Male,1.85,92.61
Male,1.78,93.16
Male,1.68,76.7
Male,1.69,79.18
Male,1.58,65.56
Male,1.77,88.22
Male,1.86,104.63
Male,1.79,87.78
Male,1.84,90.44
Male,1.76,80.9
Male,1.68,76.04
Male,1.64,68.01
Male,1.74,74.8
Male,1.75,87.29
Male,1.65,79.09
Male,1.82,93.98
Male,1.86,88.93
Male,1.66,69.91
Male,1.77,82.29
Male,1.83,92.29
Male,1.78,88.24
Male,1.76,89.54
Male,1.74,87.36
Male,1.88,96.29
Male,1.71,85.73
Male,1.85,98.5
Male,1.75,83.74
Male,1.75,88.75
Male,1.74,77.01
Male,1.55,55.65
Male,1.77,75.2
Male,1.81,90.13
Male,1.82,82.59
Male,1.73,77.33
Male,1.65,71.33
Male,1.69,80.1
Male,1.71,74.85
Male,1.59,74.41
Male,1.78,80.1
Male,1.76,80.45
Male,1.67,66.38
Male,1.75,85.39
Male,1.65,73.62
Male,1.8,92.04
Male,1.62,66.3
Male,1.68,77.23
Male,1.64,74.79
Male,1.83,85.53
Male,1.86,92.45
Male,1.68,72.66
Male,1.8,87.07
Male,1.66,80.31
Male,1.68,73.34
Male,1.68,83.22
Male,1.71,71.72
Male,1.68,73.71
Male,1.53,57.36
Male,1.74,77.63
Male,1.7,82.32
Male,1.71,84.04
Male,1.69,74.83
Male,1.71,78.71
Male,1.76,82.9
Male,1.76,88.15
Male,1.82,94.5
Male,1.79,89.24
Male,1.74,89.72
Male,1.72,86.86
Male,1.79,78.94
Male,1.9,97.62
